# weapon-combos.txt
#
# Vagrant Story weapon combination tables
#
# Lines beginning with "--" identify item types
#
# It is possible for a different combination to result from swapped items.
# For example usually A + B = C but sometimes B + A = D
#
# Taken from Combination Guide
# Author:  Jay Tilton
# Email:  tiltonj@erols.com
# Copyright Jay Tilton, 2000

--Dagger + Dagger
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Battle Knife      | Battle Knife      |
Baselard          |Double Blade      | Bishop's Crosier  |
Baselard          |Halberd           | Halberd           |
Stiletto          |Guisarme          | Hatchet           |
Stiletto          |Large Crescent    | Kris              |
Stiletto          |Sabre Halberd     | Cinquedea         |
Stiletto          |Balbriggan        | Kudi              |
Stiletto          |Double Blade      | Griever           |
Stiletto          |Halberd           | Trident           |
Jamadhar          |Guisarme          | Khukuri           |
Jamadhar          |Large Crescent    | Hatchet           |
Jamadhar          |Sabre Halberd     | Kris              |
Jamadhar          |Balbriggan        | Cinquedea         |
Jamadhar          |Double Blade      | Kudi              |
Jamadhar          |Halberd           | Sage's Cane       |

--Dagger + Staff
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Wizard Staff      | Wizard Staff      |
Battle Knife      |Clergy Rod        | Wizard Staff      |
Battle Knife      |Summoner Baton    | Clergy Rod        |
Battle Knife      |Shamanic Staff    | Summoner Baton    |
Battle Knife      |Bishop's Crosier  | Shamanic Staff    |
Battle Knife      |Sage's Cane       | Bishop's Crosier  |
Scramasax         |Wizard Staff      | Sabre Mace        |
Scramasax         |Clergy Rod        | Clergy Rod        |
Scramasax         |Summoner Baton    | Clergy Rod        |
Scramasax         |Shamanic Staff    | Summoner Baton    |
Scramasax         |Bishop's Crosier  | Shamanic Staff    |
Scramasax         |Sage's Cane       | Bishop's Crosier  |
Dirk              |Wizard Staff      | Spear             |
Dirk              |Clergy Rod        | Gastraph Bow      |
Dirk              |Summoner Baton    | Clergy Rod        |
Dirk              |Shamanic Staff    | Clergy Rod        |
Dirk              |Bishop's Crosier  | Summoner Baton    |
Dirk              |Sage's Cane       | Shamanic Staff    |
Throwing Knife    |Wizard Staff      | Battle Knife      |
Throwing Knife    |Clergy Rod        | Footman's Mace 2H |
Throwing Knife    |Summoner Baton    | Summoner Baton    |
Throwing Knife    |Shamanic Staff    | Summoner Baton    |
Throwing Knife    |Bishop's Crosier  | Summoner Baton    |
Throwing Knife    |Sage's Cane       | Shamanic Staff    |
Kudi              |Wizard Staff      | Scramasax         |
Kudi              |Clergy Rod        | Glaive            |
Kudi              |Summoner Baton    | Light Crossbow    |
Kudi              |Shamanic Staff    | Summoner Baton    |
Kudi              |Bishop's Crosier  | Summoner Baton    |
Kudi              |Sage's Cane       | Summoner Baton    |
Cinquedea         |Wizard Staff      | Dirk              |
Cinquedea         |Clergy Rod        | Scramasax         |
Cinquedea         |Summoner Baton    | Gloomwing         |
Cinquedea         |Shamanic Staff    | Shamanic Staff    |
Cinquedea         |Bishop's Crosier  | Shamanic Staff    |
Cinquedea         |Sage's Cane       | Shamanic Staff    |
Kris              |Wizard Staff      | Throwing Knife    |
Kris              |Clergy Rod        | Dirk              |
Kris              |Summoner Baton    | Scorpion          |
Kris              |Shamanic Staff    | Target Bow        |
Kris              |Bishop's Crosier  | Shamanic Staff    |
Kris              |Sage's Cane       | Shamanic Staff    |
Hatchet           |Wizard Staff      | Kudi              |
Hatchet           |Clergy Rod        | Throwing Knife    |
Hatchet           |Summoner Baton    | Dirk              |
Hatchet           |Shamanic Staff    | Mjolnir           |
Hatchet           |Bishop's Crosier  | Bishop's Crosier  |
Hatchet           |Sage's Cane       | Bishop's Crosier  |
Khukuri           |Wizard Staff      | Cinquedea         |
Khukuri           |Clergy Rod        | Kudi              |
Khukuri           |Summoner Baton    | Throwing Knife    |
Khukuri           |Shamanic Staff    | Corcesca          |
Khukuri           |Bishop's Crosier  | Windlass          |
Khukuri           |Sage's Cane       | Bishop's Crosier  |
Baselard          |Wizard Staff      | Kris              |
Baselard          |Clergy Rod        | Cinquedea         |
Baselard          |Summoner Baton    | Kudi              |
Baselard          |Shamanic Staff    | Throwing Knife    |
Baselard          |Bishop's Crosier  | Griever           |
Baselard          |Sage's Cane       | Sage's Cane       |
Stiletto          |Wizard Staff      | Hatchet           |
Stiletto          |Clergy Rod        | Kris              |
Stiletto          |Summoner Baton    | Cinquedea         |
Stiletto          |Shamanic Staff    | Kudi              |
Stiletto          |Bishop's Crosier  | Trident           |
Stiletto          |Sage's Cane       | Cranequin         |
Jamadhar          |Wizard Staff      | Khukuri           |
Jamadhar          |Clergy Rod        | Hatchet           |
Jamadhar          |Summoner Baton    | Kris              |
Jamadhar          |Shamanic Staff    | Cinquedea         |
Jamadhar          |Bishop's Crosier  | Kudi              |
Jamadhar          |Sage's Cane       | Destroyer         |

--Dagger + Heavy Mace
# First Slot      |Second Slot       |Result             |(if different)     
# ================ ==================  =================== ===================
Battle Knife      |Langdebeve        | Spear             |
Battle Knife      |Sabre Mace        | Sabre Mace        |
Battle Knife      |Footman's Mace 2H | Sabre Mace        |
Battle Knife      |Gloomwing         | Sabre Mace        |
Battle Knife      |Mjolnir           | Footman's Mace 2H | Double Blade
Battle Knife      |Griever           | Gloomwing         |
Battle Knife      |Destroyer         | Mjolnir           |
Battle Knife      |Hand of Light     | Battle Knife      |
Scramasax         |Langdebeve        | Gastraph Bow      |
Scramasax         |Sabre Mace        | Spatha            |
Scramasax         |Footman's Mace 2H | Sabre Mace        |
Scramasax         |Gloomwing         | Sabre Mace        |
Scramasax         |Mjolnir           | Sabre Mace        |
Scramasax         |Griever           | Footman's Mace 2H |
Scramasax         |Destroyer         | Gloomwing         |
Scramasax         |Hand of Light     | Scramasax         |
Dirk              |Langdebeve        | Battle Knife      |
Dirk              |Sabre Mace        | Glaive            |
Dirk              |Footman's Mace 2H | Footman's Mace 2H |
Dirk              |Gloomwing         | Footman's Mace 2H |
Dirk              |Mjolnir           | Footman's Mace 2H |
Dirk              |Griever           | Footman's Mace 2H |
Dirk              |Destroyer         | Gloomwing         |
Dirk              |Hand of Light     | Dirk              |
Throwing Knife    |Langdebeve        | Battle Knife      |
Throwing Knife    |Sabre Mace        | Light Crossbow    |
Throwing Knife    |Footman's Mace 2H | Scimitar          |
Throwing Knife    |Gloomwing         | Footman's Mace 2H |
Throwing Knife    |Mjolnir           | Footman's Mace 2H |
Throwing Knife    |Griever           | Footman's Mace 2H |
Throwing Knife    |Destroyer         | Footman's Mace 2H |
Throwing Knife    |Hand of Light     | Throwing Knife    |
Kudi              |Langdebeve        | Scramasax         |
Kudi              |Sabre Mace        | Scramasax         |
Kudi              |Footman's Mace 2H | Scorpion          |
Kudi              |Gloomwing         | Gloomwing         |
Kudi              |Mjolnir           | Gloomwing         |
Kudi              |Griever           | Gloomwing         |
Kudi              |Destroyer         | Gloomwing         |
Kudi              |Hand of Light     | Kudi              |
Cinquedea         |Langdebeve        | Dirk              |
Cinquedea         |Sabre Mace        | Scramasax         |
Cinquedea         |Footman's Mace 2H | Target Bow        |
Cinquedea         |Gloomwing         | Rapier            |
Cinquedea         |Mjolnir           | Gloomwing         |
Cinquedea         |Griever           | Gloomwing         |
Cinquedea         |Destroyer         | Gloomwing         |
Cinquedea         |Hand of Light     | Cinquedea         |
Kris              |Langdebeve        | Throwing Knife    |
Kris              |Sabre Mace        | Dirk              |
Kris              |Footman's Mace 2H | Dirk              |
Kris              |Gloomwing         | Corcesca          |
Kris              |Mjolnir           | Mjolnir           |
Kris              |Griever           | Mjolnir           |
Kris              |Destroyer         | Mjolnir           |
Kris              |Hand of Light     | Kris              |
Hatchet           |Langdebeve        | Kudi              |
Hatchet           |Sabre Mace        | Throwing Knife    |
Hatchet           |Footman's Mace 2H | Dirk              |
Hatchet           |Gloomwing         | Windlass          |
Hatchet           |Mjolnir           | Short Sword       |
Hatchet           |Griever           | Mjolnir           |
Hatchet           |Destroyer         | Mjolnir           |
Hatchet           |Hand of Light     | Hatchet           |
